cuit,company_name,company_type,tipo_icp_contador,deal_stage,outcome,amount_num,close_date,incorporation_date,tipo_societario,actividad_descripcion,actividad_codigo,dom_fiscal_provincia
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,181747.0,2018-10-10T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,181747.0,2018-10-10T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2018-10-10T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2018-10-10T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,31849274,Churned,138663.0,2019-05-05T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,31849274,Churned,138663.0,2019-05-05T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,31849274,Churned,165221.0,2015-04-23T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2022-08-22T03:00:00Z,,,,,
20120123816,19119 - Estudio Eidelstein y Asoc.,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2022-08-22T03:00:00Z,,,,,
20055264865,57636 - ARMANDO PIZZINI,Cuenta Contador,Operador,closedwon,Won,80818.0,2021-11-12T03:00:00Z,,,,,
20055264865,57636 - ARMANDO PIZZINI,Cuenta Contador,Operador,closedwon,Won,80818.0,2021-11-12T03:00:00Z,,,,,
20055264865,57636 - ARMANDO PIZZINI,Cuenta Contador,Operador,closedwon,Won,80818.0,2021-11-12T03:00:00Z,,,,,
20117950728,16380 - EDUARDO HUGO FABREGA,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-10-25T03:00:00Z,,,,,
20117950728,16380 - EDUARDO HUGO FABREGA,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-10-25T03:00:00Z,,,,,
20117950728,16380 - EDUARDO HUGO FABREGA,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-10-25T03:00:00Z,,,,,
20118045778,31868 - DANIEL VELO,Cuenta Contador,Operador,closedwon,Won,80818.0,2019-05-01T03:00:00Z,,,,,
20118045778,31868 - DANIEL VELO,Cuenta Contador,Operador,closedwon,Won,80818.0,2019-05-01T03:00:00Z,,,,,
20118045778,31868 - DANIEL VELO,Cuenta Contador,Operador,closedwon,Won,80818.0,2019-05-01T03:00:00Z,,,,,
20112838512,29099 - HUGO LEON SARAVIA,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-03-27T03:00:00Z,,,,,
20112838512,29099 - HUGO LEON SARAVIA,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-03-27T03:00:00Z,,,,,
20112838512,29099 - HUGO LEON SARAVIA,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-03-27T03:00:00Z,,,,,
20086077869,22618 - José Magnasco,Cuenta Contador,Operador,closedwon,Won,80818.0,2018-07-24T03:00:00Z,,,,,
20086077869,22618 - José Magnasco,Cuenta Contador,Operador,closedwon,Won,80818.0,2018-07-24T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,181747.0,2021-06-29T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,181747.0,2021-06-29T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2021-07-07T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2021-07-07T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2021-07-07T03:00:00Z,,,,,
20076718157,55022 - JORGE LUIS CHANUAR,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2021-07-07T03:00:00Z,,,,,
20043831500,13040 - RAS,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-11-08T03:00:00Z,,,,,
20043831500,13040 - RAS,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-11-08T03:00:00Z,,,,,
20043831500,13040 - RAS,Cuenta Contador,Operador,closedwon,Won,80818.0,2017-11-08T03:00:00Z,,,,,
20100987199,41090 ALBERTO H REALES,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2019-12-12T03:00:00Z,,,,,
20100987199,41090 ALBERTO H REALES,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2019-12-12T03:00:00Z,,,,,
20118719752,106872 - NESTOR MANUEL LATINI,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2018-02-16T03:00:00Z,,,,,
20118719752,106872 - NESTOR MANUEL LATINI,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2018-02-16T03:00:00Z,,,,,
20112551329,50252 ALEJANDRO ULLE,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2020-11-10T03:00:00Z,,,,,
20112551329,50252 ALEJANDRO ULLE,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2020-11-10T03:00:00Z,,,,,
20118616902,26518 - Estudio Jara Godoy,Cuenta Contador,Operador,closedwon,Won,100315.0,2019-06-18T03:00:00Z,,,,,
20118616902,26518 - Estudio Jara Godoy,Cuenta Contador,Operador,closedwon,Won,100315.0,2019-06-18T03:00:00Z,,,,,
20118616902,26518 - Estudio Jara Godoy,Cuenta Contador,Operador,closedwon,Won,100315.0,2019-06-18T03:00:00Z,,,,,
20076172650,40146 - GUILLERMO SANCHEZ,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-11-11T03:00:00Z,,,,,
20076172650,40146 - GUILLERMO SANCHEZ,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-11-11T03:00:00Z,,,,,
20076172650,40146 - GUILLERMO SANCHEZ,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2019-11-11T03:00:00Z,,,,,
20106616834,34335 Guillermo Guevara,Cuenta Contador,Operador,closedwon,Won,80818.0,2018-02-14T03:00:00Z,,,,,
20106616834,34335 Guillermo Guevara,Cuenta Contador,Operador,closedwon,Won,80818.0,2018-02-14T03:00:00Z,,,,,
20114940225,69193 - ARBOLEYA MAQUINARIAS,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2022-12-29T03:00:00Z,,,,,
20114940225,69193 - ARBOLEYA MAQUINARIAS,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2022-12-29T03:00:00Z,,,,,
20117959849,78733 - BEL POSTO By TANDEM,Cuenta Pyme,Pyme,closedwon,Won,68496.0,2024-01-26T03:00:00Z,,,,,
20117959849,78733 - BEL POSTO By TANDEM,Cuenta Pyme,Pyme,closedwon,Won,68496.0,2024-01-26T03:00:00Z,,,,,
20042067858,86643 - SANTIAGO PINELES,Cuenta Pyme,Pyme,closedwon,Won,114356.0,2024-05-31T03:00:00Z,,,,,
20042067858,86643 - SANTIAGO PINELES,Cuenta Pyme,Pyme,closedwon,Won,114356.0,2024-05-31T03:00:00Z,,,,,
20084425339,RODOLFO CRISTALES,Cuenta Pyme,Pyme,closedwon,Won,152533.0,2025-02-13T18:08:46.033Z,,,,,
20084425339,RODOLFO CRISTALES,Cuenta Pyme,Pyme,closedwon,Won,152533.0,2025-02-13T18:08:46.033Z,,,,,
20084425339,RODOLFO CRISTALES,Cuenta Pyme,Pyme,closedwon,Won,152533.0,2025-02-13T18:08:46.033Z,,,,,
20119884846,97705 - RICARDO HORACIO PAZ,Cuenta Pyme,Pyme,closedwon,Won,64050.0,2025-10-22T13:24:21.960Z,,,,,
20119884846,97705 - RICARDO HORACIO PAZ,Cuenta Pyme,Pyme,closedwon,Won,64050.0,2025-10-22T13:24:21.960Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,100315.0,2023-03-09T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,100315.0,2023-03-09T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2019-06-23T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,165221.0,2019-06-23T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,88898.0,2018-01-07T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,88898.0,2018-01-07T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,88898.0,2018-01-07T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,75345.0,2018-11-06T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,75345.0,2018-11-06T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,75345.0,2017-07-12T03:00:00Z,,,,,
20147690666,18381 ROUST GUSTAVO,Cuenta Contador,Híbrido,closedwon,Won,75345.0,2017-07-12T03:00:00Z,,,,,
20134311348,59039 GABRIEL ALEJANDRO PARGA,Cuenta Contador,Híbrido,closedwon,Won,189856.0,2021-12-14T03:00:00Z,,,,,
20134311348,59039 GABRIEL ALEJANDRO PARGA,Cuenta Contador,Híbrido,closedwon,Won,189856.0,2021-12-14T03:00:00Z,,,,,
20134311348,59039 GABRIEL ALEJANDRO PARGA,Cuenta Contador,Híbrido,closedwon,Won,189856.0,2021-12-14T03:00:00Z,,,,,
20141427602,8594 - eg profesional contable,Cuenta Contador,Operador,closedwon,Won,131865.0,2016-08-29T03:00:00Z,,,,,
20141427602,8594 - eg profesional contable,Cuenta Contador,Operador,closedwon,Won,131865.0,2016-08-29T03:00:00Z,,,,,
20141427602,8594 - eg profesional contable,Cuenta Contador,Operador,closedwon,Won,131865.0,2016-08-29T03:00:00Z,,,,,
20146215468,JOSE LUIS COLDEIRA,Cuenta Pyme,Pyme,31849274,Churned,138663.0,2021-11-17T03:00:00Z,,,,,
20146215468,JOSE LUIS COLDEIRA,Cuenta Pyme,Pyme,31849274,Churned,138663.0,2021-11-17T03:00:00Z,,,,,
20146215468,JOSE LUIS COLDEIRA,Cuenta Pyme,Pyme,31849274,Churned,138663.0,2021-11-17T03:00:00Z,,,,,
20134813297,58012 - GUILLERMO FABIAN INGELMO,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2021-11-28T03:00:00Z,,,,,
20134813297,58012 - GUILLERMO FABIAN INGELMO,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2021-11-28T03:00:00Z,,,,,
20134813297,58012 - GUILLERMO FABIAN INGELMO,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2021-11-28T03:00:00Z,,,,,
20120894219,51087 MARCELO PABLO CHEVALIE,Cuenta Pyme,Pyme,closedwon,Won,138663.0,2020-12-28T03:00:00Z,,,,,
20120894219,51087 MARCELO PABLO CHEVALIE,Cuenta Pyme,Pyme,closedwon,Won,138663.0,2020-12-28T03:00:00Z,,,,,
20145631468,43279 - RUBEN PABLO BURD,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2020-06-15T03:00:00Z,,,,,
20145631468,43279 - RUBEN PABLO BURD,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2020-06-15T03:00:00Z,,,,,
20145631468,43279 - RUBEN PABLO BURD,Cuenta Pyme,Pyme,closedwon,Won,165221.0,2020-06-15T03:00:00Z,,,,,
20145655472,6617 WALTER EDUARDO PIQUE,Cuenta Pyme,Pyme,closedwon,Won,68496.0,2016-03-17T03:00:00Z,,,,,
20145655472,6617 WALTER EDUARDO PIQUE,Cuenta Pyme,Pyme,closedwon,Won,68496.0,2016-03-17T03:00:00Z,,,,,
20124918104,54409 - UNION MOTORS,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2021-06-23T03:00:00Z,,,,,
20124918104,54409 - UNION MOTORS,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2021-06-23T03:00:00Z,,,,,
20124918104,54409 - UNION MOTORS,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2021-06-23T03:00:00Z,,,,,
20144073879,19574 ARAUJO ALEJANDRO JORGE,Cuenta Pyme,Pyme,closedwon,Won,110347.0,2018-03-18T03:00:00Z,,,,,
20144073879,19574 ARAUJO ALEJANDRO JORGE,Cuenta Pyme,Pyme,closedwon,Won,110347.0,2018-03-18T03:00:00Z,,,,,
20145935262,5015 RIAL JORGE RICARDO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2015-10-18T03:00:00Z,,,,,
20145935262,5015 RIAL JORGE RICARDO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2015-10-18T03:00:00Z,,,,,
20135936740,48485 - OBISPO JOSE EDUARDO,Cuenta Pyme,Pyme,closedwon,Won,99500.0,2025-12-19T19:43:22.969Z,,,,,
20135936740,48485 - OBISPO JOSE EDUARDO,Cuenta Pyme,Pyme,closedwon,Won,99500.0,2025-12-19T19:43:22.969Z,,,,,
20135936740,48485 - OBISPO JOSE EDUARDO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2020-09-17T03:00:00Z,,,,,
20135936740,48485 - OBISPO JOSE EDUARDO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2020-09-17T03:00:00Z,,,,,
20135936740,48485 - OBISPO JOSE EDUARDO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2020-09-17T03:00:00Z,,,,,
20124347646,299 Grupo TBT SRL,Cuenta Contador,Operador,closedwon,Won,189856.0,2016-07-24T03:00:00Z,,,,,
20124347646,299 Grupo TBT SRL,Cuenta Contador,Operador,closedwon,Won,189856.0,2016-07-24T03:00:00Z,,,,,
20143486231,90583 - M&S TECNOLOGIA DIGITAL,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2025-03-13T16:29:57.441Z,,,,,
20143486231,90583 - M&S TECNOLOGIA DIGITAL,Cuenta Pyme,Pyme,closedwon,Won,181747.0,2025-03-13T16:29:57.441Z,,,,,
20148193909,66271 - Rental -Venta Audiovisual,Cuenta Pyme,Pyme,closedwon,Won,138663.0,2022-09-08T03:00:00Z,,,,,
20148193909,66271 - Rental -Venta Audiovisual,Cuenta Pyme,Pyme,closedwon,Won,138663.0,2022-09-08T03:00:00Z,,,,,
20148193909,66271 - Rental -Venta Audiovisual,Cuenta Pyme,Pyme,closedwon,Won,138663.0,2022-09-08T03:00:00Z,,,,,
20124111235,68688 - OSVALDO RAFAEL ORIHUELA,Cuenta Contador,Operador,closedwon,Won,131865.0,2022-11-24T03:00:00Z,,,,,
20124111235,68688 - OSVALDO RAFAEL ORIHUELA,Cuenta Contador,Operador,closedwon,Won,131865.0,2022-11-24T03:00:00Z,,,,,
20124111235,68688 - OSVALDO RAFAEL ORIHUELA,Cuenta Contador,Operador,closedwon,Won,131865.0,2022-11-24T03:00:00Z,,,,,
20142463254,Lamb Weston Alimentos y Congelados,Cuenta Pyme,Pyme,31849274,Churned,14746.0,2022-12-30T14:41:09.470Z,,,,,
20142463254,Lamb Weston Alimentos y Congelados,Cuenta Pyme,Pyme,31849274,Churned,14746.0,2022-12-30T14:41:09.470Z,,,,,
20142463254,Lamb Weston Alimentos y Congelados,Cuenta Pyme,Pyme,closedwon,Won,83500.0,2025-05-07T20:47:27.533Z,,,,,
20142463254,Lamb Weston Alimentos y Congelados,Cuenta Pyme,Pyme,closedwon,Won,83500.0,2025-05-07T20:47:27.533Z,,,,,
20142463254,Lamb Weston Alimentos y Congelados,Cuenta Pyme,Pyme,closedwon,Won,83500.0,2025-05-07T20:47:27.533Z,,,,,
20128212974,79019 - RICARDO LUIS PIATTI,Cuenta Pyme,Pyme,closedwon,Won,323964.0,2023-12-21T03:00:00Z,,,,,
20128212974,79019 - RICARDO LUIS PIATTI,Cuenta Pyme,Pyme,closedwon,Won,323964.0,2023-12-21T03:00:00Z,,,,,
20128212974,79019 - RICARDO LUIS PIATTI,Cuenta Pyme,Pyme,closedwon,Won,323964.0,2023-12-21T03:00:00Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,89567.0,2023-07-26T12:25:17.428Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,89567.0,2023-07-26T12:25:17.428Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2023-12-20T03:00:00Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2023-12-20T03:00:00Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,69432.0,2024-01-08T14:40:54.431Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,69432.0,2024-01-08T14:40:54.431Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2024-01-08T03:00:00Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,69432.0,2024-02-06T11:24:16.890Z,,,,,
20149248375,79747 - ESTUDIO OTTAVIANI,Cuenta Pyme,Pyme,31849274,Churned,69432.0,2024-02-06T11:24:16.890Z,,,,,
20141855000,81689 - CARLOS ALFREDO BARBAGALLO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2024-03-13T03:00:00Z,,,,,
20141855000,81689 - CARLOS ALFREDO BARBAGALLO,Cuenta Pyme,Pyme,closedwon,Won,100315.0,2024-03-13T03:00:00Z,,,,,
20145936706,ESTUDIO C-M,Cuenta Contador,Híbrido,closedwon,Won,62787.0,2024-03-20T03:00:00Z,,,,,
20145936706,ESTUDIO C-M,Cuenta Contador,Híbrido,closedwon,Won,62787.0,2024-03-20T03:00:00Z,,,,,
20145936706,ESTUDIO C-M,Cuenta Contador,Híbrido,closedwon,Won,62787.0,2024-03-20T03:00:00Z,,,,,
20145936706,ESTUDIO C-M,Cuenta Contador,Híbrido,closedwon,Won,220900.0,2025-10-31T14:24:04.832Z,,,,,
20145936706,ESTUDIO C-M,Cuenta Contador,Híbrido,closedwon,Won,220900.0,2025-10-31T14:24:04.832Z,,,,,
20143168434,87103 - CLAUDIO FERNANDO CAZALÁ,Cuenta Contador,Operador,closedwon,Won,33534.0,2024-06-26T03:00:00Z,,,,,
20143168434,87103 - CLAUDIO FERNANDO CAZALÁ,Cuenta Contador,Operador,closedwon,Won,33534.0,2024-06-26T03:00:00Z,,,,,
20143168434,87103 - CLAUDIO FERNANDO CAZALÁ,Cuenta Contador,Operador,closedwon,Won,33534.0,2024-06-26T03:00:00Z,,,,,
20146807055,90833 - CLAUDIO JOSE IZSAK,Cuenta Contador,Operador,closedwon,Won,88898.0,2025-03-28T21:38:48.531Z,,,,,
20146807055,90833 - CLAUDIO JOSE IZSAK,Cuenta Contador,Operador,closedwon,Won,88898.0,2025-03-28T21:38:48.531Z,,,,,
20137652936,Brandel,Cuenta Contador,Operador,closedwon,Won,138663.0,2024-09-27T03:00:00Z,,,,,
20137652936,Brandel,Cuenta Contador,Operador,closedwon,Won,138663.0,2024-09-27T03:00:00Z,,,,,
20129234459,N Villar Financial Services,Cuenta Contador,Operador,closedwon,Won,180500.0,2025-07-14T13:08:45.378Z,,,,,
20129234459,N Villar Financial Services,Cuenta Contador,Operador,closedwon,Won,180500.0,2025-07-14T13:08:45.378Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,180500.0,2025-07-16T21:03:07.509Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,180500.0,2025-07-16T21:03:07.509Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2018-11-22T03:00:00Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2018-11-22T03:00:00Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2018-11-22T03:00:00Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,closedwon,Won,80818.0,2018-11-22T03:00:00Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,31849274,Churned,0.0,2015-05-21T15:03:55.828Z,,,,,
20166071020,26247 - DANIEL HORACIO BARNADE,Cuenta Contador,Híbrido,31849274,Churned,0.0,2015-05-21T15:03:55.828Z,,,,,
