"Conversation ID","Created At","Updated At","Message ID","Message Body","Part Type","Author Type","Author ID","Author Name","Owner Name","User ID","Company ID","State","Read"
"215468963788113","2025-05-16T13:55:15.000Z","2025-05-17T18:49:25.000Z","23029074691","<p>Hola Barbara, me podrías llamar por favor? Gracias<br>​</p>
<p>El jue, 15 may 2025 a las 15:04, Barbara de Colppy (&lt;<a href=""mailto:barbara.lamas@colppy.intercom-mail.com"" rel=""nofollow"" target=""_blank"" class=""intercom-content-link"">barbara.lamas@colppy.intercom-mail.com</a>&gt;) escribió:<br>    </p>
<p>Por supuesto, lo llamo en este momento!     </p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/j7l53tgt/1370394809/a9d1d41b9702ce04e9e12664982c/Logo-principal-color-primario.jpg?expires=1759300074&amp;signature=3943f9c33552ffb618b4d0bb1a4ce74005472d5ec2dbb8ca6bc26b5b36de519e&amp;req=dSMgFsp3mYlfUPMW2XS%2FiasSTRi%2BTEuUJxr5t0BamfHNflSvBjdq2cp9LuFm%0A747sCuuxrMU%3D%0A""></div><p><b>Barbara</b></p>
<p>Colppy</p>","comment","user","67ffacafaed23e82da1227f7","Federico","","67ffacafaed23e82da1227f7","","open","true"
"215468963788113","2025-05-17T18:47:49.000Z","2025-05-17T18:49:25.000Z","23084552228","","assignment","admin","6671464","Barbara Lamas","","67ffacafaed23e82da1227f7","","open","true"
"215468963788113","2025-05-17T18:49:25.000Z","2025-05-17T18:49:25.000Z","23084601228","","assignment","admin","6671464","Barbara Lamas","","67ffacafaed23e82da1227f7","","open","true"
"215468961499477","2025-05-13T11:45:03.000Z","2025-05-17T03:39:52.000Z","2878475694","<p>BUEN DIA</p>","conversation","user","59ce2969e559fd06bd752c80","Luis Villarreal","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T11:45:04.000Z","2025-05-17T03:39:52.000Z","22726246424","","workflow_assignment","bot","1487699","Colppy","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T11:45:04.000Z","2025-05-17T03:39:52.000Z","22726246511","","language_detection_details","bot","1487699","Colppy","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T11:45:07.000Z","2025-05-17T03:39:52.000Z","22726248127","<p>Las respuestas te llegarán aquí y por correo electrónico:<br>✉️ <b>casacarena@wilnet.com.ar</b></p>
<p>El equipo volverá:<br>🕒 <b>En 30 minutos</b></p>","channel_and_reply_time_expectation","bot","1487699","Colppy","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T11:47:16.000Z","2025-05-17T03:39:52.000Z","22726312220","<p>HACE UN TIEMPO QUE VENIMOS TENIENDO PROBLEMA CON LA FACTURACIÓN, YA QUE TARDA EL SISTEMA EN ASIGNARLE UN N° A LA FACTURA POR LO QUE HAY QUE VOLVER A REVISAR TODO LO QUE SE FACTURÓ PARA CONTROLAR QUE LA FACTURA TENGA N° Y MANDÁRSELA AL CLIENTE.</p>","comment","user","59ce2969e559fd06bd752c80","Luis Villarreal","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T11:47:19.000Z","2025-05-17T03:39:52.000Z","22726313731","","conversation_attribute_updated_by_admin","bot","1487699","Colppy","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-13T12:35:59.000Z","2025-05-17T03:39:52.000Z","22727965485","","assignment","admin","6555642","Claudia Cristi","","59ce2969e559fd06bd752c80","","open","true"
"215468961499477","2025-05-17T03:39:52.000Z","2025-05-17T03:39:52.000Z","23057291244","<p class=""no-margin""><a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/8360091"" rel=""nofollow noopener noreferrer"" target=""_blank"">Alejandro Soto</a> <a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/7999744"" rel=""nofollow noopener noreferrer"" target=""_blank"">Damaris Justina Rojo</a> esto estuvo reportado? <a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/8360091"" rel=""nofollow noopener noreferrer"" target=""_blank"">Alejandro Soto</a> no sería solo que hay errores sino que hay demoras. Esto lo estás también pudiendo identificar como parte del log? </p>","note","admin","1487675","Juan Ignacio Onetto","","59ce2969e559fd06bd752c80","","open","true"
"215468964505919","2025-05-13T15:01:34.000Z","2025-05-17T12:00:09.000Z","22734045243","<p class=""no-margin"">Buenos días,,</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me comunico del área de cobranzas de <b>Colppy</b>, para informarles que la suscripción del mes de mayo de la empresa MANUEL MARIA VASENA debitada a una Visa Credito, Vino rechazado con la siguiente leyenda AUTORIZ. DENEGADA POR EL EMIS, el monto a abonar es de $148.225, la plataforma estará habilitada hasta el 16/05/2025 por la mañana, para realizar el pago deben ingresar a la plataforma con usuario administrador y seguir estos pasos: Mi Cuenta &gt; Modificar &gt; Elegir plan actual &gt; Ingresar método de pago. </p>
<p class=""no-margin""></p>
<p class=""no-margin"">Ante cualquier duda o consulta, quedo atento a tu respuesta. </p>
<p class=""no-margin"">Saludos.</p>","conversation","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-13T15:01:43.000Z","2025-05-17T12:00:09.000Z","22734051453","","conversation_tags_updated","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-13T15:01:47.000Z","2025-05-17T12:00:09.000Z","22734054280","","snoozed","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-14T12:00:16.000Z","2025-05-17T12:00:09.000Z","22768275763","","timer_unsnooze","bot","1487699","Colppy","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-14T15:46:13.000Z","2025-05-17T12:00:09.000Z","22777852380","","snoozed","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-15T12:00:14.000Z","2025-05-17T12:00:09.000Z","22808549222","","timer_unsnooze","bot","1487699","Colppy","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-15T13:01:20.000Z","2025-05-17T12:00:09.000Z","22810695990","<p class=""no-margin"">Hola, Buenos días, ¿Qué tal estás?</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me preguntaba si habías logrado visualizar la información antes enviada; Sepa que la suscripción está próxima a vencer. </p>
<p class=""no-margin"">Para realizar el pago deben ingresar a la plataforma con usuario administrador y seguir estos pasos: <b>Mi Cuenta &gt; Modificar &gt; Elegir plan actual &gt; Ingresar método de pago</b>.</p>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin"">Ante cualquier duda o consulta, quedamos atentos a tu respuesta. </p>
<p class=""no-margin"">Saludos. </p>","comment","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-15T13:01:24.000Z","2025-05-17T12:00:09.000Z","22810698675","","snoozed","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-16T12:00:15.000Z","2025-05-17T12:00:09.000Z","23023255600","","timer_unsnooze","bot","1487699","Colppy","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-16T14:17:02.000Z","2025-05-17T12:00:09.000Z","23030181456","<p class=""no-margin"">Hola , ¿Cómo estás?</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Te escribo ya que la plataforma se encuentra desactivada por falta de pago para la empresa MANUEL MARIA VASENA, y queríamos saber si se encuentran al tanto de esto. Recuerda que para que se vuelva a activar deben ingresar con el usuario administrador y seguir estos pasos: Mí Cuenta &gt;&gt;Modificar &gt;&gt;Elegir plan actual &gt;&gt; Ingresar método de pago.</p>
<p class=""no-margin"">Si necesitas ayuda con algo o si tienes alguna duda, quedo atenta a lo que necesites.</p>
<p class=""no-margin"">Saludos !</p>","comment","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-16T14:17:05.000Z","2025-05-17T12:00:09.000Z","23030184269","","snoozed","admin","6719007","Alexander Rondon","","66310b8a1783dbbf77bbbccb","","open","true"
"215468964505919","2025-05-17T12:00:09.000Z","2025-05-17T12:00:09.000Z","23071107681","","timer_unsnooze","bot","1487699","Colppy","","66310b8a1783dbbf77bbbccb","","open","true"
"215468961428682","2025-05-13T11:35:57.000Z","2025-05-16T20:56:09.000Z","2878460450","<p>Buen día</p>","conversation","user","68125acd9f9d3f8e1e3c6498","","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T11:35:58.000Z","2025-05-16T20:56:09.000Z","22725972591","","language_detection_details","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T11:35:58.000Z","2025-05-16T20:56:09.000Z","22725972641","","workflow_assignment","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T11:36:02.000Z","2025-05-16T20:56:09.000Z","22725974206","<p>Las respuestas te llegarán aquí y por correo electrónico:<br>✉️ <b>pablo.alejandro.diez@gmail.com</b></p>
<p>El equipo volverá:<br>🕒 <b>En 30 minutos</b></p>","channel_and_reply_time_expectation","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T11:36:40.000Z","2025-05-16T20:56:09.000Z","22725993785","<p>desde el 9/5 qué no se están facturando las ventas, me podrán decir qué sucede por favor? Gracias</p>","comment","user","68125acd9f9d3f8e1e3c6498","","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T11:36:42.000Z","2025-05-16T20:56:09.000Z","22725995008","","conversation_attribute_updated_by_admin","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T12:49:36.000Z","2025-05-16T20:56:09.000Z","22728439101","<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/j7l53tgt/1521768158/3a6576a075cdb917b2256cec83c4/image.png?expires=1747639800&amp;signature=dfeb8685804763dc370810d574229351a949f35ef802b7e35ff4ba876f30adac&amp;req=dSUlF854lYBaUfMW1HO4zS%2BozI7v8mQNWpLKfdd4TcGQcWH4J8R3uxnjCLkO%0AQBQQ%2FgU744U8pnbaygk%3D%0A""></div>","note","admin","6555642","Claudia Cristi","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T12:49:59.000Z","2025-05-16T20:56:09.000Z","22728451844","<p class=""no-margin""><a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/7042897"" rel=""nofollow noopener noreferrer"" target=""_blank"">Leslye Monzon</a>  Hola Less! el cliente dice que no puede facturar lo podrás ver?</p>","note","admin","6555642","Claudia Cristi","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T12:50:03.000Z","2025-05-16T20:56:09.000Z","22728453651","","assignment","admin","6555642","Claudia Cristi","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T13:39:02.000Z","2025-05-16T20:56:09.000Z","22730391398","<p>Hola???</p>","comment","user","68125acd9f9d3f8e1e3c6498","","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-13T14:03:22.000Z","2025-05-16T20:56:09.000Z","22731409441","","assignment","admin","7042897","Leslye Monzon","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-14T12:51:02.000Z","2025-05-16T20:56:09.000Z","22770139416","<p>Buenos días, necesito qué me resuelvan el problema urgente por favor. Gracias</p>","comment","user","68125acd9f9d3f8e1e3c6498","","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-15T16:04:58.000Z","2025-05-16T20:56:09.000Z","22818753108","<p class=""no-margin"">Hola Pablo, con cual empresa no estas pudiendo facturar  y que validación te da el sistema?</p>","comment","admin","7042897","Leslye Monzon","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-15T16:05:01.000Z","2025-05-16T20:56:09.000Z","22818754808","","snoozed","admin","7042897","Leslye Monzon","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-16T12:00:15.000Z","2025-05-16T20:56:09.000Z","23023254893","","timer_unsnooze","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-16T12:56:07.000Z","2025-05-16T20:56:09.000Z","23025893907","","snoozed","admin","7042897","Leslye Monzon","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468961428682","2025-05-16T20:56:09.000Z","2025-05-16T20:56:09.000Z","23048546366","","timer_unsnooze","bot","1487699","Colppy","","68125acd9f9d3f8e1e3c6498","","open","true"
"215468963985350","2025-05-13T14:33:23.000Z","2025-05-17T12:00:09.000Z","22732728464","<p class=""no-margin"">Buenos días,,</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me comunico del área de cobranzas de <b>Colppy</b>, para informarles que la suscripción del mes de mayo de la empresa Apolo SRL debitada a una Visa Credito, Vino rechazado con la siguiente leyenda TARJETA NO OPERATIVA, el monto a abonar es de $205.095, la plataforma estará habilitada hasta el 16/05/2025 por la mañana, para realizar el pago deben ingresar a la plataforma con usuario administrador y seguir estos pasos: Mi Cuenta &gt; Modificar &gt; Elegir plan actual &gt; Ingresar método de pago. </p>
<p class=""no-margin""></p>
<p class=""no-margin"">Ante cualquier duda o consulta, quedo atento a tu respuesta. </p>
<p class=""no-margin"">Saludos.</p>","conversation","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-13T14:33:32.000Z","2025-05-17T12:00:09.000Z","22732734322","","conversation_tags_updated","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-13T14:33:35.000Z","2025-05-17T12:00:09.000Z","22732736644","","snoozed","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-14T12:00:15.000Z","2025-05-17T12:00:09.000Z","22768274835","","timer_unsnooze","bot","1487699","Colppy","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-14T15:10:51.000Z","2025-05-17T12:00:09.000Z","22776293551","<p class=""no-margin"">Hola, Buenos dias, espero estes bien. </p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me preguntaba si habias logrado visualizar la información antes enviada. Sepa que estamos atentos a tu respuesta. </p>
<p class=""no-margin""></p>
<p class=""no-margin"">Saludos.</p>","comment","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-14T15:10:54.000Z","2025-05-17T12:00:09.000Z","22776295816","","snoozed","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-15T12:00:13.000Z","2025-05-17T12:00:09.000Z","22808548826","","timer_unsnooze","bot","1487699","Colppy","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-15T13:48:28.000Z","2025-05-17T12:00:09.000Z","22812573943","<p class=""no-margin"">Hola, Buenos días, ¿Qué tal estás?</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me preguntaba si habías logrado visualizar la información antes enviada; Sepa que la suscripción está próxima a vencer. </p>
<p class=""no-margin"">Para realizar el pago deben ingresar a la plataforma con usuario administrador y seguir estos pasos: <b>Mi Cuenta &gt; Modificar &gt; Elegir plan actual &gt; Ingresar método de pago</b>.</p>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin"">Ante cualquier duda o consulta, quedamos atentos a tu respuesta. </p>
<p class=""no-margin"">Saludos. </p>","comment","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-15T13:48:32.000Z","2025-05-17T12:00:09.000Z","22812576561","","snoozed","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-16T12:00:15.000Z","2025-05-17T12:00:09.000Z","23023255164","","timer_unsnooze","bot","1487699","Colppy","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-16T14:12:49.000Z","2025-05-17T12:00:09.000Z","23029975710","<p class=""no-margin"">Hola , ¿Cómo estás?</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Te escribo ya que la plataforma se encuentra desactivada por falta de pago para la empresa Apolo SRL, y queríamos saber si se encuentran al tanto de esto. Recuerda que para que se vuelva a activar deben ingresar con el usuario administrador y seguir estos pasos: Mí Cuenta &gt;&gt;Modificar &gt;&gt;Elegir plan actual &gt;&gt; Ingresar método de pago.</p>
<p class=""no-margin"">Si necesitas ayuda con algo o si tienes alguna duda, quedo atenta a lo que necesites.</p>
<p class=""no-margin"">Saludos !</p>","comment","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-16T14:12:52.000Z","2025-05-17T12:00:09.000Z","23029978535","","snoozed","admin","6719007","Alexander Rondon","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468963985350","2025-05-17T12:00:09.000Z","2025-05-17T12:00:09.000Z","23071107639","","timer_unsnooze","bot","1487699","Colppy","","5e3d7d8b9683ff75f59e28fb","","open","false"
"215468949570960","2025-05-13T19:07:54.000Z","2025-05-17T03:32:25.000Z","35072905","<p class=""no-margin"">¡Hola! 👋 Bienvenido a Colppy, tu solución de gestión para PYMES y Contadores. ¿En qué puedemos ayudarte hoy?</p>","conversation","admin","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:07:54.000Z","2025-05-17T03:32:25.000Z","22744059592","<p>Ya soy cliente, tengo una pregunta</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:07:56.000Z","2025-05-17T03:32:25.000Z","22744060510","<p>¡Claro! Por favor, contanos tu consulta para que podamos ayudarte mejor y tu mail con el que te registraste en Colppy.</p>","comment","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:07:56.000Z","2025-05-17T03:32:25.000Z","22744060848","","attribute_collector","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:08:14.000Z","2025-05-17T03:32:25.000Z","22744071085","","attribute_collected","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:08:32.000Z","2025-05-17T03:32:25.000Z","22744081220","<p>Estaba observando que varias facturas frecuentes no se emitieron</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:08:34.000Z","2025-05-17T03:32:25.000Z","22744082963","","conversation_attribute_updated_by_admin","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:08:36.000Z","2025-05-17T03:32:25.000Z","22744083988","","assignment","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:08:37.000Z","2025-05-17T03:32:25.000Z","22744084320","<p>En breve estaremos comunicándonos con vos, para responderte</p>","comment","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:09:26.000Z","2025-05-17T03:32:25.000Z","22744113036","<p>gracias</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:09:30.000Z","2025-05-17T03:32:25.000Z","22744115289","<p>Las respuestas te llegarán aquí y por correo electrónico:<br>✉️ <b>sebastian.calvente@roilands.com</b></p>
<p>Nuestro tiempo de respuesta habitual<br>🕒 <b>Unas horas</b></p>","channel_and_reply_time_expectation","bot","1487699","Colppy","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:12:59.000Z","2025-05-17T03:32:25.000Z","22744235530","<p>puedo hablar con alguien en liena</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:35:20.000Z","2025-05-17T03:32:25.000Z","22745003854","","assignment","admin","6671464","Barbara Lamas","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T19:35:22.000Z","2025-05-17T03:32:25.000Z","22745004985","","assignment","admin","6671464","Barbara Lamas","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-13T20:32:24.000Z","2025-05-17T03:32:25.000Z","22746904381","<p>Quedo atenta</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-14T13:38:55.000Z","2025-05-17T03:32:25.000Z","22772231475","<p>Buen dia aun no recibo respuesta y nos urge solucionar el error</p>","comment","user","6814e32d4da7d271c59e4d63","","","6814e32d4da7d271c59e4d63","","open","true"
"215468949570960","2025-05-17T03:32:25.000Z","2025-05-17T03:32:25.000Z","23057158693","<p class=""no-margin""><a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/8360091"" rel=""nofollow noopener noreferrer"" target=""_blank"">Alejandro Soto</a> <a class=""entity_mention intercom-content-link"" href=""//app.intercom.com/apps/j7l53tgt/admin/7999744"" rel=""nofollow noopener noreferrer"" target=""_blank"">Damaris Justina Rojo</a> estas facturas ya fueron emitidas? cual es el tablero que miran para saber si se destrabaron? entiendo que tambien afectan a este tipo de facturas ""frecuentes"" que deben ser recurrentes correcto Justina?</p>","note","admin","1487675","Juan Ignacio Onetto","","6814e32d4da7d271c59e4d63","","open","true"
"215468964930282","2025-05-13T15:25:18.000Z","2025-05-17T12:00:09.000Z","22735090687","<p class=""no-margin"">Buenos días,,</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Me comunico del área de cobranzas de <b>Colppy</b>, para informarles que la suscripción del mes de mayo de la empresa MOHNEN ARNOLDO FRANCISCO debitada a una Visa Debito, Vino rechazado con la siguiente leyenda BIN INVALIDO, el monto a abonar es de $119.185, la plataforma estará habilitada hasta el 16/05/2025 por la mañana, para realizar el pago deben ingresar a la plataforma con usuario administrador y seguir estos pasos: Mi Cuenta &gt; Modificar &gt; Elegir plan actual &gt; Ingresar método de pago. </p>
<p class=""no-margin""></p>
<p class=""no-margin"">Ante cualquier duda o consulta, quedo atento a tu respuesta. </p>
<p class=""no-margin"">Saludos.</p>","conversation","admin","6719007","Alexander Rondon","","5a89aca536234b7a82b18a4b","","open","true"
"215468964930282","2025-05-13T15:25:27.000Z","2025-05-17T12:00:09.000Z","22735096982","","conversation_tags_updated","admin","6719007","Alexander Rondon","","5a89aca536234b7a82b18a4b","","open","true"
"215468964930282","2025-05-13T15:25:31.000Z","2025-05-17T12:00:09.000Z","22735100340","","snoozed","admin","6719007","Alexander Rondon","","5a89aca536234b7a82b18a4b","","open","true"
"215468964930282","2025-05-14T12:00:16.000Z","2025-05-17T12:00:09.000Z","22768275410","","timer_unsnooze","bot","1487699","Colppy","","5a89aca536234b7a82b18a4b","","open","true"
"215468964930282","2025-05-14T15:36:03.000Z","2025-05-17T12:00:09.000Z","22777419580","","snoozed","admin","6719007","Alexander Rondon","","5a89aca536234b7a82b18a4b","","open","true"
