File Name,Compiled,Execution Time (s),Peak Memory (bytes),Reported Top-K (first 5),Ground Truth (first 5),Exact Match,Sorted Correctly,Precision@K,Violation
run_16.py,True,14.088706583999738,571492,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_17.py,True,7.104060042001947,570641,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_18.py,True,6.395613125001546,572554,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_19.py,True,5.3718107500026235,30540066,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_20.py,True,6.399601584002085,580142,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_21.py,True,7.4909848750030505,570245,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_22.py,True,14.278637458002777,1219947,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_23.py,True,7.079161000001477,571353,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_24.py,True,7.359142333996715,1255216,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_25.py,True,8.727166875003604,571887,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_26.py,True,7.575888125000347,571429,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_27.py,True,7.574360042002809,572071,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_28.py,True,7.103595166001469,598620,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_29.py,True,6.998820416003582,580173,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
run_30.py,True,8.294044041998859,1219045,"[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]","[('w0001', 5000), ('w0002', 3535), ('w0003', 2886), ('w0004', 2500), ('w0005', 2236)]",True,True,1.000,
